Cow_ID,Day,Breed,Months after giving birth,Previous_Mastits_status,IUFL,EUFL,IUFR,EUFR,IURL,EURL,IURR,EURR,Temperature,Hardness,Pain,Milk_visibility
cow681,2,Jersey,6,1,236,311,309,178,271,273,289,219,57,1,1,1
cow12,6,Jersey,1,1,134,282,259,208,179,168,314,185,45,0,1,0
cow627,4,Jersey,1,1,244,189,180,230,264,168,152,257,28,1,0,0
cow675,2,Jersey,3,0,255,206,225,288,291,164,306,313,47,1,1,1
cow496,1,Jersey,4,1,291,161,276,272,324,221,251,176,52,0,1,0
cow53,4,Jersey,3,0,132,358,241,379,136,276,244,154,38,1,0,1
cow928,5,Jersey,1,1,169,319,238,226,223,349,140,166,31,1,1,0
cow718,3,Jersey,2,1,176,309,260,389,272,182,268,227,36,1,0,1
cow663,5,Jersey,5,1,205,290,150,307,288,160,230,270,31,1,0,1
cow897,1,Jersey,6,1,219,310,230,195,306,348,200,195,31,0,0,0
cow636,6,Jersey,5,0,276,365,314,329,310,334,235,157,56,0,1,0
cow883,5,Jersey,6,1,205,252,149,380,167,214,164,226,34,0,1,1
cow977,5,Jersey,3,0,281,255,153,208,284,336,203,330,30,1,1,1
cow278,2,Jersey,4,0,177,317,236,187,312,349,185,275,44,1,1,1
cow329,6,Jersey,4,1,240,184,282,276,141,223,186,154,51,1,0,1
cow335,3,Jersey,5,1,322,370,203,250,201,266,124,314,30,1,1,0
cow483,1,Jersey,5,1,252,351,212,187,197,353,304,294,35,0,0,1
cow4,5,Jersey,6,1,219,195,176,332,158,213,140,326,55,1,0,0
cow464,1,Jersey,5,1,185,368,243,214,165,223,262,353,30,1,0,0
cow88,5,Jersey,6,1,181,307,134,330,321,154,288,317,27,0,0,0
cow250,3,Jersey,2,0,315,288,277,380,305,285,247,235,37,0,1,0
cow882,4,Jersey,3,0,151,224,197,166,316,155,160,166,32,1,0,1
cow371,2,Jersey,3,0,171,152,281,371,152,324,202,156,34,0,1,0
cow480,6,Jersey,1,1,273,331,301,159,184,235,191,235,40,1,1,1
cow263,1,Jersey,6,1,178,250,169,247,130,242,185,213,24,1,1,0
cow128,5,Jersey,2,1,305,334,280,223,130,316,270,243,51,0,1,1
cow194,1,Jersey,2,0,131,195,136,164,240,260,197,180,57,1,1,0
cow691,2,Jersey,6,0,164,282,181,368,245,247,264,204,48,0,1,0
cow891,2,Jersey,5,1,248,207,185,294,274,166,244,278,33,1,0,0
cow944,1,Jersey,4,1,135,350,218,339,309,248,169,360,31,0,1,1
cow494,2,Jersey,3,0,155,192,309,388,159,163,300,196,37,1,0,0
cow653,3,Jersey,4,1,264,253,271,160,284,258,200,349,58,1,1,1
cow622,4,Jersey,2,1,178,233,211,271,195,251,303,299,27,0,0,1
cow724,3,Jersey,6,1,304,345,143,200,205,276,162,243,32,1,0,0
cow93,1,Jersey,3,1,248,200,201,159,139,159,276,326,51,0,1,1
cow37,1,Jersey,6,0,262,326,295,181,131,164,155,207,27,1,0,1
cow418,5,Jersey,1,0,193,275,173,392,276,335,231,224,28,1,1,1
cow372,6,Jersey,1,0,218,315,215,189,152,308,141,328,32,0,1,1
cow296,4,Jersey,2,0,321,272,318,272,166,325,291,249,26,0,1,1
cow483,4,Jersey,2,1,199,176,312,258,310,343,207,170,45,0,0,0
cow598,4,Jersey,6,0,260,152,210,393,256,178,143,194,55,0,1,1
cow850,3,Jersey,2,0,231,256,215,160,321,238,242,179,47,1,1,1
cow566,3,Jersey,5,1,253,306,248,344,242,287,257,261,34,1,0,1
cow1073,6,Jersey,3,1,167,281,160,360,303,217,263,344,43,0,0,1
cow517,3,Jersey,3,1,167,181,275,245,140,332,264,255,39,1,0,1
cow477,3,Jersey,2,1,172,299,307,342,222,238,284,230,54,1,0,0
cow287,5,Jersey,5,1,248,363,192,376,230,313,204,260,44,1,0,0
cow36,4,Jersey,1,1,294,324,259,271,189,239,267,304,25,0,1,1
cow79,6,Jersey,3,0,307,316,340,319,308,203,194,257,54,0,1,0
cow965,3,Jersey,3,1,204,306,310,295,187,262,250,356,51,0,1,1
cow245,1,Jersey,2,1,316,289,135,298,316,282,207,153,24,1,0,1
cow1069,3,Jersey,4,1,250,308,322,298,275,276,203,205,27,1,1,0
cow233,1,Jersey,3,1,297,353,155,335,184,236,223,235,49,0,1,0
cow550,6,Jersey,6,0,315,366,174,176,250,157,243,354,34,1,0,0
cow786,3,Jersey,4,1,269,171,317,274,308,320,177,295,50,0,1,0
cow108,1,Jersey,2,1,138,172,304,382,176,323,288,155,52,1,1,1
cow337,3,Jersey,4,0,255,210,276,335,164,219,166,259,44,1,0,1
cow409,6,Jersey,6,1,295,295,221,161,161,279,264,184,33,1,1,0
cow149,1,Jersey,5,0,152,260,246,284,152,341,192,155,46,0,1,0
cow273,4,Jersey,2,0,136,296,303,286,324,223,309,264,45,1,0,0
cow615,4,Jersey,1,0,182,217,342,162,170,308,130,330,26,0,0,0
cow977,5,Jersey,3,1,286,337,155,385,246,235,184,302,52,1,0,0
cow147,1,Jersey,4,0,221,259,230,334,293,182,294,221,25,0,1,0
cow888,2,Jersey,3,1,157,262,184,274,186,259,154,256,51,0,0,0
cow163,4,Jersey,2,0,259,247,268,269,324,298,156,327,44,1,1,1
cow709,2,Jersey,3,1,175,333,194,199,267,304,239,199,30,1,0,0
cow381,3,Jersey,4,0,225,372,269,278,184,336,178,338,51,0,0,1
cow268,1,Jersey,5,1,189,339,303,293,171,172,180,204,43,1,0,0
cow740,2,Jersey,3,1,236,171,131,292,181,152,137,184,49,0,1,1
cow524,2,Jersey,2,1,269,186,339,188,296,160,187,195,40,1,0,0
cow494,4,Jersey,3,1,185,258,240,312,305,308,289,338,52,1,0,0
cow243,4,Jersey,4,0,241,300,341,161,142,347,163,184,45,0,0,1
cow1032,1,Jersey,3,1,258,229,226,207,269,184,281,280,48,1,0,1
cow488,2,Jersey,5,1,163,209,343,214,161,305,171,246,41,0,1,0
cow268,1,Jersey,6,1,149,180,131,260,274,220,286,340,33,1,1,1
cow397,4,Jersey,5,1,170,296,230,213,279,160,276,331,54,0,0,0
cow41,3,Jersey,2,1,151,237,263,197,253,236,221,282,38,0,1,0
cow584,1,Jersey,2,1,136,256,316,326,214,278,197,355,34,1,0,1
cow1094,1,Jersey,4,1,230,210,343,374,133,364,168,309,46,0,1,1
cow313,6,Jersey,5,0,168,269,259,169,200,361,284,355,51,1,1,1
cow194,5,Jersey,4,0,315,275,255,309,217,188,295,196,26,1,1,1
cow1071,6,Jersey,3,1,236,237,262,340,225,300,275,219,24,1,0,0
cow319,2,Jersey,3,0,163,348,151,293,223,275,232,214,30,1,1,0
cow705,5,Jersey,5,1,174,201,231,285,326,236,239,211,35,1,0,0
cow774,2,Jersey,5,1,190,211,293,198,254,254,315,282,45,0,1,1
cow420,6,Jersey,6,0,317,295,284,345,319,274,194,186,37,0,0,0
cow995,6,Jersey,1,1,134,185,207,321,249,262,178,198,46,0,1,1
cow1065,3,Jersey,3,1,210,236,277,278,284,213,180,233,31,0,0,1
cow110,6,Jersey,2,1,271,369,185,263,248,200,275,188,27,1,0,1
cow1043,4,Jersey,2,0,277,349,192,344,275,307,291,310,53,0,1,0
cow1000,5,Jersey,3,0,259,209,328,248,305,162,217,165,29,0,0,1
cow235,4,Jersey,3,1,185,228,320,292,164,189,283,290,30,0,1,0
cow442,1,Jersey,6,1,226,233,242,300,225,314,209,300,52,1,0,0
cow246,1,Jersey,3,1,215,193,155,163,160,246,234,194,48,0,0,1
cow790,4,Jersey,5,1,153,314,165,341,262,294,248,183,36,0,0,0
cow1098,5,Jersey,3,0,224,328,292,363,270,190,192,189,50,0,1,0
cow336,6,Jersey,4,1,239,368,310,297,191,162,245,301,27,1,1,0
cow454,3,Jersey,2,1,281,326,280,210,314,305,244,198,31,0,1,0
cow625,2,Jersey,6,1,144,313,272,248,221,283,277,281,35,0,1,1
cow655,5,Jersey,4,0,158,333,203,310,315,260,189,171,48,0,1,0
cow404,5,Jersey,6,0,268,332,158,203,135,282,311,317,30,0,1,1
cow211,6,Jersey,5,0,221,193,188,231,178,180,295,314,29,1,0,0
cow196,6,Jersey,2,0,213,243,192,178,294,344,203,205,44,1,1,1
cow883,3,Jersey,2,1,249,271,148,328,304,363,239,290,31,0,0,0
cow292,3,Jersey,6,0,278,360,311,280,260,259,131,353,29,0,1,0
cow120,6,Jersey,5,1,311,360,257,194,208,290,127,258,37,1,1,0
cow274,2,Jersey,4,1,236,226,183,191,224,346,290,276,56,1,1,1
cow1044,5,Jersey,5,1,300,258,305,331,251,212,286,256,46,1,0,0
cow668,4,Jersey,4,1,270,338,283,207,277,344,223,151,57,1,1,1
cow157,3,Jersey,1,0,163,324,137,180,219,311,259,299,43,1,0,1
cow1000,6,Jersey,2,0,214,156,274,312,216,245,137,182,54,0,0,1
cow747,3,Jersey,2,1,205,290,302,363,243,190,139,263,39,1,1,1
cow94,3,Jersey,6,1,137,290,136,357,291,332,254,298,31,0,1,0
cow608,5,Jersey,4,1,218,177,258,272,223,277,217,311,50,0,1,0
cow54,2,Jersey,1,0,318,212,276,360,167,170,152,240,49,1,0,0
cow511,6,Jersey,5,0,296,210,320,214,320,364,273,173,54,1,0,1
cow454,6,Jersey,3,1,314,275,316,283,185,200,249,338,41,1,1,1
cow338,3,Jersey,2,1,193,344,258,369,140,300,285,163,58,1,0,1
cow402,3,Jersey,4,0,270,169,182,370,275,210,130,298,32,0,1,0
cow526,4,Jersey,2,1,179,159,318,277,307,337,150,210,54,0,0,1
cow852,6,Jersey,2,1,158,196,299,312,175,268,295,262,47,1,1,0
cow956,6,Jersey,5,0,238,239,309,365,148,357,235,222,37,1,0,1
cow471,5,Jersey,3,1,250,266,202,346,273,352,126,182,24,0,1,0
cow795,6,Jersey,6,0,155,343,300,249,249,316,240,167,55,0,0,1
cow945,1,Jersey,2,1,241,325,327,209,222,192,187,234,36,1,0,0
cow153,2,Jersey,4,0,133,197,130,290,147,181,147,310,33,0,0,1
cow175,3,Jersey,2,0,296,190,239,389,237,337,158,163,34,0,0,0
cow918,6,Jersey,3,0,225,298,191,289,295,168,252,335,48,0,1,1
cow758,1,Jersey,6,0,271,285,323,197,170,307,270,184,34,1,1,0
cow193,1,Jersey,1,1,315,364,223,288,228,214,270,163,56,1,0,0
cow605,3,Jersey,4,1,171,157,148,185,233,351,158,184,51,0,1,1
cow827,6,Jersey,3,0,144,274,216,345,133,181,267,287,36,0,1,1
cow117,4,Jersey,1,0,198,258,309,223,184,281,161,323,29,0,1,1
cow956,3,Jersey,2,1,139,204,249,391,288,214,271,164,24,1,0,0
cow742,4,Jersey,4,1,208,207,262,234,225,202,294,314,52,1,1,0
cow35,2,Jersey,6,1,240,266,134,319,167,191,231,154,51,1,0,0
cow634,6,Jersey,4,0,321,206,183,218,181,173,264,291,37,1,0,1
cow239,5,Jersey,6,0,303,300,239,261,301,266,281,290,58,0,0,1
cow565,6,Jersey,3,0,212,314,259,388,204,277,280,258,51,0,1,0
cow115,4,Jersey,5,0,169,320,231,193,147,263,244,307,53,1,1,1
cow394,6,Jersey,2,1,266,203,321,167,155,363,134,333,35,1,0,0
cow582,3,Jersey,3,0,222,229,251,184,189,231,218,170,53,0,1,1
cow168,2,Jersey,5,1,208,314,341,344,324,166,138,164,32,1,0,0
cow431,4,Jersey,4,1,138,290,230,190,227,224,202,210,48,1,1,0
cow948,3,Jersey,4,1,251,298,190,380,251,266,276,191,46,0,0,1
cow621,6,Jersey,3,0,133,224,172,290,310,266,230,235,44,1,1,1
cow343,1,Jersey,1,1,149,311,156,245,285,185,141,282,56,1,1,0
cow547,6,Jersey,4,1,151,252,294,388,217,167,206,315,27,0,0,0
cow714,5,Jersey,3,0,254,360,334,287,234,234,159,259,33,1,0,1
cow990,3,Jersey,6,0,134,229,255,191,302,295,231,327,38,1,1,1
cow450,1,Jersey,1,0,174,188,155,198,273,226,224,248,48,0,0,1
cow465,2,Jersey,4,0,166,191,284,314,150,293,262,269,49,1,1,1
cow1012,6,Jersey,6,0,275,205,172,224,219,280,280,309,28,1,1,0
cow462,1,Jersey,2,1,231,160,263,163,253,328,292,162,56,1,0,0
cow266,1,Jersey,3,1,221,178,331,344,219,360,163,304,31,1,0,1
cow510,2,Jersey,5,1,163,252,223,233,151,273,244,262,37,1,0,1
cow444,3,Jersey,2,0,238,322,282,251,130,343,137,342,57,1,1,1
cow977,5,Jersey,2,0,273,176,252,305,315,271,139,220,42,0,0,0
cow1009,3,Jersey,2,0,222,242,287,233,294,294,277,218,46,1,1,0
cow23,6,Jersey,5,1,152,279,247,268,221,313,237,309,40,0,1,1
cow629,4,Jersey,5,0,171,160,190,154,252,156,255,301,57,0,1,0
cow999,5,Jersey,2,1,198,340,304,252,274,343,256,266,41,1,1,1
cow766,6,Jersey,2,1,184,295,166,184,149,289,287,285,27,0,0,1
cow263,5,Jersey,2,1,268,239,160,388,242,186,138,156,24,0,1,1
cow318,4,Jersey,4,1,239,350,310,367,233,166,122,166,24,0,0,0
cow242,5,Jersey,6,0,202,306,146,238,186,158,142,203,51,1,1,0
cow21,3,Jersey,1,1,142,187,234,227,232,355,219,193,41,0,0,0
cow1076,4,Jersey,2,0,132,280,259,350,223,367,304,276,36,1,0,1
cow490,1,Jersey,4,1,271,269,323,151,290,327,125,342,42,1,0,0
cow147,5,Jersey,4,1,138,350,251,258,141,156,180,306,30,1,0,1
cow571,1,Jersey,4,0,169,157,207,333,150,255,173,252,56,1,1,1
cow652,5,Jersey,2,1,215,321,135,187,231,226,179,320,34,1,0,0
cow668,6,Jersey,5,1,211,206,251,356,182,365,237,286,51,0,1,1
cow707,4,Jersey,3,1,135,326,264,306,278,228,273,273,39,1,0,1
cow578,3,Jersey,3,0,272,305,135,331,139,358,227,284,25,1,0,0
cow180,2,Jersey,5,1,235,327,173,206,280,202,231,160,25,0,1,0
cow119,6,Jersey,1,1,133,283,239,287,243,245,138,254,42,0,1,1
cow141,3,Jersey,6,1,191,360,152,337,210,286,226,349,36,0,0,1
cow843,1,Jersey,2,1,255,225,228,172,232,342,261,183,26,0,1,0
cow237,1,hostlene,4,0,189,284,267,211,246,173,223,309,29,1,1,0
cow416,1,Jersey,5,0,185,288,244,254,311,195,269,360,42,0,0,1
cow533,2,Jersey,5,1,281,269,230,186,322,329,221,267,33,0,0,0
cow1031,1,Jersey,1,1,223,171,197,351,152,372,148,219,54,1,0,0
cow999,2,Jersey,4,0,174,299,131,152,230,172,297,360,32,0,0,1
cow1027,2,Jersey,6,1,288,159,256,194,227,207,185,346,29,0,1,1
cow397,5,Jersey,6,1,137,320,159,329,165,184,207,273,50,1,1,1
cow374,5,Jersey,6,1,149,205,217,310,172,220,307,268,43,1,0,0
cow363,4,Jersey,2,0,131,350,232,348,284,297,258,167,34,1,1,1
cow995,5,Jersey,3,0,198,312,317,300,256,193,259,266,30,0,1,0
cow261,6,Jersey,5,1,172,168,241,223,134,198,278,328,50,0,0,1
cow592,2,Jersey,6,1,301,324,208,342,259,362,143,153,49,0,1,1
cow542,1,Jersey,5,0,160,306,140,327,269,171,202,163,41,0,1,1
cow1090,3,Jersey,3,0,251,288,166,247,179,359,286,179,41,0,1,1
cow523,2,Jersey,5,0,152,211,331,221,273,351,245,252,41,0,1,1
cow860,6,Jersey,4,0,231,257,153,362,132,281,300,276,54,0,1,0
cow730,6,Jersey,4,0,135,298,211,155,250,240,228,320,24,1,1,0
cow913,6,hostlene,2,0,181,169,199,237,213,193,201,164,26,1,1,1
cow1044,4,Jersey,2,0,314,225,260,342,188,257,140,354,44,0,1,1
cow952,3,Jersey,3,1,144,372,264,345,251,301,258,348,45,1,0,1
cow35,1,Jersey,2,0,133,289,279,322,301,205,285,261,26,0,0,0
cow308,1,Jersey,1,0,215,265,343,260,293,314,152,233,35,1,1,1
cow682,3,Jersey,1,0,252,273,163,349,232,276,127,245,39,1,1,1
cow744,2,hostlene,6,1,305,307,143,195,148,231,280,242,46,1,1,0
cow416,4,Jersey,1,1,256,328,309,251,317,316,177,299,40,0,1,0
cow1008,4,Jersey,4,1,306,183,316,202,245,208,281,234,55,0,1,1
cow63,2,Jersey,4,1,193,153,205,297,249,211,248,287,24,0,0,0
cow1065,1,Jersey,3,1,305,248,337,201,276,276,205,233,55,1,0,1
cow1012,6,Jersey,6,1,201,366,213,285,183,349,303,283,55,0,1,0
cow413,2,Jersey,6,0,303,162,297,308,216,288,207,207,44,0,0,0
cow246,6,Jersey,3,0,154,183,220,269,202,182,164,173,53,1,0,1
cow107,4,Jersey,5,0,225,258,266,297,140,244,184,318,38,1,1,0
cow600,6,Jersey,4,1,193,261,295,326,236,182,177,317,42,0,0,1
cow187,4,Jersey,1,0,211,237,276,296,285,213,234,358,41,1,1,1
cow584,5,Jersey,2,1,152,236,314,232,200,355,150,289,53,1,0,1
cow812,2,Jersey,1,0,193,320,177,328,240,262,204,171,57,0,1,1
cow138,5,Jersey,3,0,178,299,312,383,298,291,150,285,58,0,0,0
cow157,1,Jersey,1,0,242,170,310,204,246,257,181,297,26,0,0,1
cow930,6,Jersey,1,0,308,190,235,305,230,340,141,198,53,0,1,0
cow523,5,Jersey,5,0,320,335,235,375,213,221,221,305,58,0,0,1
cow169,2,Jersey,5,1,135,241,296,267,222,274,146,338,57,0,0,1
cow107,2,Jersey,6,0,173,324,257,393,317,278,190,241,28,1,0,0
cow492,3,Jersey,1,0,135,342,284,231,185,322,244,296,44,1,1,0
cow237,5,Jersey,1,0,294,362,267,316,247,302,160,353,25,0,1,1
cow929,3,Jersey,2,1,310,264,151,171,252,332,197,205,42,1,1,0
cow279,1,Jersey,4,0,155,283,338,393,230,223,259,172,26,0,1,0
cow599,5,Jersey,4,0,181,289,141,254,192,242,220,252,34,1,0,0
cow151,4,Jersey,5,0,268,333,287,225,237,241,235,198,45,1,0,0
cow474,2,Jersey,6,1,319,174,185,375,267,199,272,179,26,0,0,0
cow263,5,Jersey,6,0,175,232,145,385,230,230,270,336,45,1,1,0
cow939,4,Jersey,3,1,289,238,148,170,262,198,126,283,28,0,1,1
cow528,5,Jersey,3,1,285,273,173,239,223,222,276,261,50,0,0,0
cow1013,5,Jersey,6,1,195,236,143,219,199,187,160,214,56,1,1,1
cow659,3,Jersey,5,1,223,241,135,181,321,154,273,240,26,1,1,1
cow563,1,Jersey,6,0,156,349,316,199,135,255,154,201,54,0,1,1
cow843,1,Jersey,4,0,283,196,240,268,264,359,271,184,42,1,0,0
cow310,2,Jersey,4,1,242,202,241,304,197,165,210,347,25,1,1,0
cow684,3,Jersey,1,1,301,277,228,198,193,356,292,285,44,0,1,0
cow931,6,Jersey,2,1,252,309,130,310,291,314,293,341,36,1,0,0
cow810,1,Jersey,4,1,157,306,188,169,169,366,151,171,41,0,0,0
cow884,1,Jersey,5,1,130,272,213,301,204,362,280,251,36,0,1,1
cow557,1,Jersey,2,1,260,231,244,320,152,330,291,187,52,1,0,1
cow401,1,Jersey,1,0,204,235,294,201,307,244,209,327,49,0,0,0
cow74,6,Jersey,4,1,294,302,314,340,289,193,193,173,48,1,0,1
cow44,5,Jersey,4,1,195,221,246,321,130,344,304,275,25,1,0,1
cow170,2,Jersey,6,0,241,202,253,370,204,333,302,226,33,0,1,1
cow217,1,Jersey,6,1,322,292,230,281,147,348,196,298,53,0,0,0
cow1090,6,Jersey,3,0,238,191,226,214,316,194,211,337,32,0,0,0
cow89,3,Jersey,5,1,252,333,156,217,271,267,123,331,42,1,0,1
cow625,1,Jersey,6,1,225,249,279,152,245,344,197,290,46,1,0,0
cow131,2,Jersey,2,0,240,240,207,242,157,298,215,165,41,0,1,1
cow42,4,Jersey,1,1,214,179,198,165,183,234,252,232,36,1,1,1
cow437,4,Jersey,2,1,177,308,312,279,169,292,294,339,24,0,0,1
cow384,5,Jersey,2,1,156,172,321,326,182,175,214,166,47,0,0,1
cow306,4,Jersey,6,0,299,263,186,368,213,317,207,165,49,0,1,0
cow1007,4,Jersey,3,0,130,277,248,384,143,204,271,271,33,1,1,1
cow614,6,Jersey,6,0,182,351,323,218,248,261,315,243,55,1,0,0
cow653,1,Jersey,1,1,321,184,254,349,134,336,137,203,41,1,0,1
cow304,3,Jersey,6,0,277,372,152,368,153,324,175,360,37,1,0,0
cow276,5,Jersey,6,1,211,240,310,171,297,328,223,229,36,1,0,0
cow330,2,Jersey,5,1,279,239,309,187,130,211,220,177,52,0,1,0
cow62,6,Jersey,1,1,234,310,340,280,296,256,142,247,50,0,0,1
cow452,1,Jersey,4,0,168,355,165,192,283,331,217,274,40,1,0,1
cow313,5,Jersey,1,1,273,265,147,296,218,339,314,216,28,1,0,1
cow706,6,Jersey,4,1,173,363,197,302,264,297,284,341,51,0,0,1
cow570,5,Jersey,6,1,170,246,252,360,260,259,274,176,52,0,0,1
cow508,3,Jersey,1,1,254,284,254,188,280,276,273,277,34,1,1,0
cow274,4,Jersey,4,0,285,304,197,172,276,367,212,255,25,1,0,1
cow952,3,Jersey,1,0,181,314,298,388,283,356,249,268,43,1,1,1
cow462,4,Jersey,6,1,173,322,163,278,142,199,154,197,39,0,0,1
cow622,4,Jersey,5,1,161,276,236,318,277,344,313,321,55,0,1,0
cow780,2,Jersey,5,0,184,285,159,378,233,204,154,330,50,0,1,0
cow165,3,Jersey,1,1,256,297,267,176,188,190,252,352,48,1,0,0
cow28,4,Jersey,1,0,243,293,154,204,206,338,250,286,29,1,0,0
cow914,2,Jersey,6,0,151,338,138,204,235,177,229,208,43,1,1,1
cow895,2,Jersey,4,1,158,236,146,358,223,265,247,282,57,1,1,0
cow137,4,Jersey,3,1,174,284,258,269,144,372,256,302,57,1,0,1
cow82,5,Jersey,1,0,286,306,293,240,271,211,138,334,54,1,1,0
cow595,2,Jersey,5,1,228,209,186,172,272,347,151,357,41,0,0,0
cow874,3,Jersey,3,1,259,290,181,219,231,265,171,319,38,0,0,0
cow318,6,Jersey,2,0,191,344,227,261,258,294,306,251,42,1,0,1
cow232,3,Jersey,6,0,175,229,240,336,222,297,287,351,30,1,1,1
cow700,4,Jersey,1,0,138,306,302,291,284,340,251,301,41,1,0,0
cow728,5,Jersey,2,0,163,270,181,198,325,368,158,326,31,1,0,0
cow805,5,hostlene,5,1,188,192,194,383,267,359,305,297,24,1,0,0
cow414,2,Jersey,5,0,197,169,236,348,245,232,165,242,28,1,1,0
cow783,6,Jersey,6,0,133,370,243,329,156,215,251,358,37,0,0,1
cow803,5,Jersey,2,1,306,344,258,212,218,231,289,305,43,0,1,0
cow865,6,Jersey,2,1,263,175,208,308,275,234,243,354,32,1,1,1
cow523,5,Jersey,4,0,264,178,322,202,237,214,137,260,28,0,1,1
cow646,4,Jersey,3,1,257,193,301,359,213,184,146,159,49,1,1,1
cow120,6,Jersey,2,0,132,345,233,246,238,251,269,232,39,0,0,0
cow996,5,Jersey,4,0,164,246,192,384,168,195,273,194,51,1,1,1
cow774,5,Jersey,3,1,205,238,324,320,252,185,134,207,41,0,0,0
cow291,3,Jersey,1,1,219,320,218,371,247,276,249,157,31,0,0,0
cow30,3,Jersey,1,1,186,202,205,271,173,171,294,297,57,1,0,0
cow136,1,Jersey,1,0,299,325,343,269,259,234,236,202,28,1,1,0
cow312,2,Jersey,3,1,316,165,329,211,255,302,131,203,50,1,0,1
cow698,5,Jersey,1,0,269,275,316,271,253,209,245,213,26,1,0,0
cow312,4,Jersey,5,1,296,160,189,192,317,260,279,246,24,1,1,0
cow370,5,Jersey,4,0,264,340,144,228,287,344,233,206,27,1,0,0
cow280,6,Jersey,6,1,319,194,292,314,303,372,199,274,46,1,0,1
cow745,4,Jersey,5,1,227,188,183,282,296,219,161,189,46,1,0,1
cow1061,2,Jersey,6,1,154,271,269,211,243,275,179,171,47,0,0,0
cow189,5,Jersey,4,0,173,314,150,295,134,268,179,258,30,1,1,0
cow259,6,Jersey,4,1,231,346,176,318,312,163,178,309,53,1,1,1
cow550,5,Jersey,3,1,161,303,215,175,156,270,199,211,49,0,0,0
cow491,4,Jersey,6,0,284,238,169,190,313,198,273,167,41,1,0,1
cow1083,1,Jersey,1,1,135,208,261,310,240,233,210,158,58,1,1,1
cow536,5,hostlene,3,1,229,321,158,240,154,336,228,228,45,1,1,0
cow541,5,Jersey,1,0,296,360,253,154,323,307,182,305,31,0,1,1
cow75,4,Jersey,4,0,300,320,329,357,217,163,139,303,55,1,1,0
cow406,3,Jersey,5,1,174,333,284,179,136,222,176,156,34,1,1,0
cow673,3,Jersey,4,0,220,353,306,306,223,204,252,180,57,0,1,1
cow493,1,Jersey,4,0,159,252,136,304,249,214,244,201,25,0,0,1
cow1006,4,Jersey,3,1,269,194,231,160,215,299,125,246,33,0,0,0
cow22,5,Jersey,3,0,209,261,211,359,247,355,301,176,37,1,0,0
cow721,2,Jersey,2,0,190,182,148,329,151,174,187,230,43,1,0,0
cow120,4,Jersey,6,1,142,221,255,306,169,229,133,326,26,0,1,1
cow857,6,Jersey,5,0,242,324,136,294,277,271,160,283,32,0,0,1
cow257,5,Jersey,5,1,298,361,326,307,136,251,282,211,36,1,1,1
cow1092,2,Jersey,5,1,218,214,294,173,308,263,215,285,28,1,1,1
cow1048,3,Jersey,2,1,264,297,329,291,327,276,210,272,37,1,1,0
cow768,1,Jersey,1,0,271,340,190,266,154,259,298,245,42,1,1,0
cow262,1,Jersey,6,0,177,370,243,192,149,247,282,173,58,1,1,1
cow117,5,Jersey,3,1,206,363,330,247,263,255,282,325,25,0,0,1
cow458,4,Jersey,3,0,159,267,194,204,216,209,177,228,54,0,0,1
cow583,1,Jersey,2,0,231,244,171,344,237,236,307,358,56,1,0,1
cow846,5,Jersey,2,1,248,320,297,290,262,269,207,311,32,1,1,1
cow316,1,Jersey,5,0,193,336,224,392,219,172,294,358,57,0,1,1
cow74,1,Jersey,1,0,298,208,195,175,240,326,138,294,48,0,0,1
cow551,5,Jersey,1,0,192,357,204,155,134,319,188,296,31,0,1,0
cow915,3,Jersey,1,0,213,240,239,259,287,199,281,355,35,0,0,1
cow325,5,Jersey,4,1,160,201,219,322,177,195,205,337,37,1,1,0
cow1046,5,Jersey,6,0,168,215,335,243,305,200,182,262,55,0,1,1
cow123,6,Jersey,2,0,248,294,282,269,168,254,138,235,37,1,1,1
cow1079,5,Jersey,2,0,199,329,203,289,271,166,188,155,33,1,1,1
cow514,2,Jersey,6,0,167,333,302,374,156,231,134,300,52,1,1,0
cow956,5,Jersey,2,1,284,282,166,251,289,298,262,188,53,1,1,0
cow1027,2,Jersey,5,1,193,252,159,164,200,337,259,268,26,1,0,0
cow564,5,Jersey,5,0,298,173,215,293,177,341,178,218,28,1,1,1
cow914,2,Jersey,6,1,226,280,293,342,261,370,273,246,53,0,0,1
cow518,2,Jersey,4,1,171,297,323,180,222,368,295,239,50,1,0,1
cow1032,2,Jersey,2,1,182,209,278,254,212,298,264,340,34,1,0,1
cow758,6,hostlene,6,1,265,152,169,189,200,187,131,161,56,1,0,0
cow372,6,Jersey,3,1,282,184,305,388,209,223,158,212,40,1,1,1
cow821,4,Jersey,4,0,297,332,155,290,173,181,303,232,24,1,1,0
cow327,6,Jersey,2,1,148,250,307,310,278,349,214,183,49,1,0,0
cow499,6,Jersey,5,0,257,197,214,271,185,343,268,262,49,0,0,1
cow256,6,Jersey,1,0,268,242,340,354,308,221,130,314,36,1,1,0
cow139,4,Jersey,6,0,277,159,147,222,251,236,190,283,57,0,1,1
cow619,5,Jersey,4,1,304,236,249,306,157,349,229,251,25,0,0,1
cow1098,2,Jersey,6,1,312,218,322,281,139,361,281,338,32,1,1,0
cow4,2,Jersey,3,0,193,182,303,314,145,205,201,189,31,1,0,0
cow643,6,Jersey,3,0,254,297,180,231,297,184,247,281,50,0,0,1
cow157,5,Jersey,2,1,254,175,203,330,177,371,303,176,25,1,1,1
